"id, name, release year, developer, publisher, img_url, src_url, genres, description"
5001,A Question of Sport,1992,[Bell-Fruit Manufacturing],[Bell-Fruit Manufacturing],https://en.wikipedia.org/wiki/File:AQuestionofSport.jpg,[https://en.wikipedia.org/wiki/A_Question_of_Sport_(video_game)],Quiz,"A Question of Sport is a 1988 video game based on the BBC quiz show of the same name. As in the show, the player has to answer questions about sports. The game uses the same engine as Mike Read's Computer Pop Quiz."
5002,A.B. Cop,1990,[AicomSega],[AicomSega],https://en.wikipedia.org/wiki/File:A.B._Cop_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/A.B._Cop],Sports,A.B. Cop is a futuristic 3D racing arcade game released by Sega in 1990. It never received any official port to home consoles.  
5003,A.D. 2083,1983,[Midcoin],[Midcoin],https://en.wikipedia.org/wiki/File:A._D._2083_Title.png,[https://en.wikipedia.org/wiki/A.D._2083],Multidirectional shooter,"A.D. 2083 is a  video game released in arcades in 1983 by Italian company Midcoin. The game is a multidirectional shooter that takes place over a horizontally scrolling background where the players's ship can move in eight directions, similar to Time Pilot. There is a pseudo-3D quality to some transitions, with ships flying out of–or into–the background.  "
5004,A.P.B.,1987,[Atari Games],[Atari Games],https://en.wikipedia.org/wiki/File:A.P.B.Identify.jpg,[https://en.wikipedia.org/wiki/A.P.B._(video_game)],Driving,"Pokémon is a series of video games developed by Game Freak and published by Nintendo and The Pokémon Company under the Pokémon media franchise. Created by Satoshi Tajiri with assistance from Ken Sugimori, the first games, Pocket Monsters Red and Green, released in 1996 in Japan for the Game Boy, and the main series of role-playing video games (RPGs), referred as the ""core series"" by their developers, have continued on each generation of Nintendo's handhelds. The most recently released core series games, Pokémon Sword and Shield, were released worldwide on the Nintendo Switch on November 15, 2019.The core games are released in generations, each with different Pokémon, storylines, and characters."
5005,Ab$cam,1981,[US Billiards],[US Billiards],n/a,[https://en.wikipedia.org/w/index.php?title=Ab$cam&action=edit&redlink=1],Maze,No description for this title
5006,Ace,1976,[Allied Leisure],[Allied Leisure],https://en.wikipedia.org/wiki/File:Ace_ZX_Spectrum_cover_art.png,[https://en.wikipedia.org/wiki/Ace_(video_game)],Multidirectional shooter,"Ace (stylized as ACE as acronym for Air Combat Emulator) is a combat flight simulator video game published for the Commodore 64, VIC-20, and Plus/4 in 1985 by Cascade Games. It was ported to the Amstrad CPC, Amstrad PCW, Amiga, and ZX Spectrum. The player takes the role of a fighter jet pilot defending an English coastland against an enemy invasion, having to fight off aerial, ground and naval forces while Allied bases evacuate. The display shows the plane's instrumentation and cockpit view. The game was well-received and, despite various issues, it was lauded by critics as one of the best air combat simulators of the time and particularly praised for its accessible gameplay. The game was developed with a budget of £40k by the small UK-based Cascade Games, who later produced two sequels to the game.  "
5007,Ace Attacker,1988,[Sega],[Sega],n/a,[https://en.wikipedia.org/w/index.php?title=Ace_Attacker&action=edit&redlink=1],Sports,No description for this title
5008,Ace Driver,1994,[Namco],[Namco],https://en.wikipedia.org/wiki/File:Ace_Driver_arcade_machine.jpg,[https://en.wikipedia.org/wiki/Ace_Driver],Sports,"Ace Driver is a 1994 racing arcade game developed and published by Namco. The player controls a Formula One racer, with the objective being to complete three laps of a race course and to avoid a collision with opponents and other obstacles. Three difficulty levels are available, as is a mode to enable a gear shift. Similar to Namco's own Final Lap series, the arcade cabinet can be linked together with another unit to enable eight-person multiplayer. It ran on the Namco System 22 arcade hardware. Ace Driver was designed by Tatsuro Okamoto, his known for his work on the classic arcade game Metro-Cross (1985). He was assisted by Pole Position designer Shinichiro Okamoto. The game was a widespread success, winning the ""Best Coin-Operated Game"" award at the 76th Annual IAAPA tradeshow in November 1994. Critics praised the game's realistic graphics, multiplayer and responsive controls, with some reviewers finding it to be superior than Sega's Daytona USA and Namco's own Ridge Racer. It was followed by two sequels, Ace Driver: Victory Lap (1995) and Ace Driver 3: Final Turn (2008). A PlayStation home conversion announced in 1995 went unreleased.  "
5009,Ace Driver: Victory Lap,1996,[Namco],[Namco],https://en.wikipedia.org/wiki/File:Ace_Driver_arcade_machine.jpg,[https://en.wikipedia.org/wiki/Ace_Driver:_Victory_Lap],Sports,"Ace Driver is a 1994 racing arcade game developed and published by Namco. The player controls a Formula One racer, with the objective being to complete three laps of a race course and to avoid a collision with opponents and other obstacles. Three difficulty levels are available, as is a mode to enable a gear shift."
5010,Acrobat,1978,[Taito],[Taito],n/a,[https://en.wikipedia.org/w/index.php?title=Acrobat_(video_game)&action=edit&redlink=1],Skill,No description for this title
5011,Acrobat Mission,1991,[TaitoUPL],[TaitoUPL],https://en.wikipedia.org/wiki/File:Acrobat_Mission.jpg,[https://en.wikipedia.org/wiki/Acrobat_Mission],Scrolling shooter,"Acrobat Mission is a vertically scrolling shoot 'em up arcade game released by UPL in 1991, licensed to Taito for manufacture and distribution. It was ported to Super Famicom in 1992.  "
5015,Action Hollywood,1995,[TCH],[TCH],n/a,[https://en.wikipedia.org/w/index.php?title=Action_Hollywood&action=edit&redlink=1],Maze,No description for this title
5016,Action Pac,1996,[Kigyo Corporation],[Kigyo Corporation],n/a,[https://en.wikipedia.org/w/index.php?title=Action_Pac&action=edit&redlink=1],Maze game,No description for this title
5017,After Burner,1987,[Sega],[Sega],https://en.wikipedia.org/wiki/File:AfterBurner_JParcadeflyer.png,[https://en.wikipedia.org/wiki/After_Burner],Rail shooter,"After Burner is a 1987 combat flight simulator arcade game developed and published by Sega. The player assumes control of an American F-14 Tomcat fighter jet, and must clear each of the game's eighteen unique stages by destroying incoming enemies, using both a machine gun and a limited supply of heat-seeking missiles. It uses a third-person perspective, previously utilized by Sega's earlier games Out Run and Space Harrier, and runs on the Sega X arcade system. Designed by Sega veteran Yu Suzuki and the Sega AM2 division, After Burner was intended as being Sega's first ""true blockbuster"" video game. Development began shortly after the completion of Out Run, and was kept as a closely guarded secret within the company. Suzuki was inspired by the films Top Gun and Laputa: Castle in the Sky; he originally planned for the game to have a steampunk aesthetic similar to Laputa, but instead went with a Top Gun look to make the game approachable for worldwide audiences. It was designed outside the company in a building named ""Studio 128"", due to Sega adopting a flextime schedule to allow for games to be worked outside company headquarters. After Burner was acclaimed by critics for its impressive visuals, gameplay and overall presentation, and is seen as being important and influential. It was followed by a series of sequels and ports for many platforms, including the Sega Master System, ZX Spectrum and Nintendo Entertainment System. Sega also produced several successors to the game to capitalize on its success, such as G-LOC: Air Battle. After Burner has also been referenced in many other Sega video games, such as Fighters Megamix, Shenmue and Bayonetta.  "
5018,After Burner II,1987,[Sega],[Sega],https://en.wikipedia.org/wiki/File:After_Burner_II.jpg,[https://en.wikipedia.org/wiki/After_Burner_II],Rail shooter,"After Burner II is an arcade-style flight game released by Sega in October 1987.  It is the second game in the After Burner series. In the game, players fly an F-14 Tomcat jet fighter, gunning down enemies while avoiding incoming fire.  After Burner II came both a standard arcade cabinet and  a servo actuated, sit-down version which moved according to the motion of the plane onscreen. The cockpit would bank in the same direction the on-screen aircraft was banking."
5020,Agress: Missile Daisenryaku,1991,[Palco],[Palco],n/a,[https://en.wikipedia.org/w/index.php?title=Agress:_Missile_Daisenryaku&action=edit&redlink=1],Strategy,No description for this title
5022,Air Assault,1993,[Irem],[Irem],n/a,[https://en.wikipedia.org/w/index.php?title=Air_Assault_(video_game)&action=edit&redlink=1],Scrolling shooter,No description for this title
5023,Air Buster,1990,[Kaneko],[Kaneko],https://en.wikipedia.org/wiki/File:Air_Buster_arcade_flyer.jpg,[https://en.wikipedia.org/wiki/Air_Buster],Scrolling shooter,"Air Buster is a horizontal-scrolling shoot-em-up arcade game developed by Kaneko. In Japan, the arcade version was published by Namco, while in North America the arcade version was published by Sharp Image Electronics. Two players control the ""Blaster Fighter"" star ships in their efforts to destroy a mysterious mechanical fortress orbiting Earth, with plans to take control of the planet. The Blaster Fighters can equip one of seven available weapons, which will change the ship's firepower and abilities, such as diagonal shots, homing missiles and small drones that follow the player's ship. Air Buster received a favorable reception for its visuals, sound effects and gameplay, although complaints were directed at the difficulty, which was deemed ""too easy"" by numerous publications. Ports of the game were released for both the TurboGrafx-16 and Sega Genesis, the former being renamed to Aero Blasters for international releases. The Sega Genesis release was ported over to the ""Project EGG"" digital storefront in 2014, which remained exclusive to Japan. A version for the Sharp X68000 was in development but never released.  "
5024,Air Combat,1992,[Namco],[Namco],n/a,[https://en.wikipedia.org/wiki/Air_Combat_(arcade_game)],Flight combat,"The racing video game  genre is the genre of videographer games, either in the first-person or third-person perspective, in which the player partakes in a racing competition with any type of land, water, air or space vehicles. They may be based on anything from real-world racing leagues to entirely fantastical settings. In general, they can be distributed along a spectrum anywhere between hardcore simulations, and simpler arcade racing games."
5025,Air Combat 22,1995,[Namco],[Namco],n/a,[https://en.wikipedia.org/wiki/Air_Combat_(arcade_game)],Flight combat,"The racing video game  genre is the genre of videographer games, either in the first-person or third-person perspective, in which the player partakes in a racing competition with any type of land, water, air or space vehicles. They may be based on anything from real-world racing leagues to entirely fantastical settings. In general, they can be distributed along a spectrum anywhere between hardcore simulations, and simpler arcade racing games."
5027,Air Gallet,1996,[Banpresto],[Banpresto],https://en.wikipedia.org/wiki/File:Air_Gallet_instruction_card.jpg,[https://en.wikipedia.org/wiki/Air_Gallet],Scrolling shooter,"Air Gallet is a 1996 vertical-scrolling shooter arcade game published by Banpresto. Players control a fighter jet through six level to destroy a terrorist organization, who are destroying major worldwide cities and brainwashing the world's population with propaganda. Its gameplay involves destroying waves of enemies, picking up power-ups and new weapons, and destroying bosses. It was programmed for the Cave 68000 arcade system board. Air Gallet was developed by Gazelle, an off-shoot of defunct developer Toaplan. It was directed by Tatsuya Uemura and designed by Junya Inoue, who wanted it to have a more boisterous presentation compared to his previous works. Gazelle's financial difficulties and strict time schedules forced its development to be hastily rushed. The game was released to mixed reviews; while its graphics and sprite layering techniques were praised, critics felt that it wasn't as polished or innovative as other, similar games were. Inoue has since expressed his disappointment in its quality.  "
5028,Air Inferno,1990,[Taito],[Taito],https://en.wikipedia.org/wiki/File:Air_Inferno_Flyer.png,[https://en.wikipedia.org/wiki/Air_Inferno],Flight combat,"Air Inferno is a 1990 flight simulation arcade video game, developed and released by Taito, in Japan, North America, and the United Kingdom.Like its predecessor Top Landing (1988), Air Inferno used flat-shaded, 3D polygon graphics. Both games ran on the Taito Air System hardware, which used 68000 (12 MHz) and Z80 (4 MHz) microprocessors as CPU and a TMS320C25 (24 MHz) digital signal processor as GPU."
5029,Air Raid,1987,[Seibu Kaihatsu],[Seibu Kaihatsu],n/a,[https://en.wikipedia.org/w/index.php?title=Air_Raid_(arcade_game)&action=edit&redlink=1],Vertical shooter,No description for this title
5030,Air Rescue,1991,[Sega],[Sega],https://en.wikipedia.org/wiki/File:Sega_air_rescue.jpg,[https://en.wikipedia.org/wiki/Air_Rescue],Flight combat,"Air Rescue is a Sega arcade game released in 1992 (which runs on Sega System 32 hardware). A Master System game of the same name was released later in 1992, but had little in common with the arcade version. The two games are similar to Choplifter, which Sega had adapted into a hit arcade game, but it never reached the success of the original, and the Master System version only came out in PAL territories.  "
5031,Air Strike,2002,[Tsunami Visual Technologies],[Tsunami Visual Technologies],n/a,[https://en.wikipedia.org/w/index.php?title=Air_Strike_(arcade_game)&action=edit&redlink=1],Flight combat,No description for this title
5032,Air Trix,2001,[Sega],[Sega],n/a,[https://en.wikipedia.org/w/index.php?title=Air_Trix&action=edit&redlink=1],Skateboarding,No description for this title
